S.no,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,course_id,professor,department,Quality,Difficulty,Comment
1412,0.281,0.719,0.0,-0.7803,0.9787508249282837,0.01893499866127968,0.002314112614840269, ECON101,Jeffrey Flory ,Economics department,1.5,4.0,"Did not let us out on time early, not helpful, only teaches in one way, hard to contact. One of the worst classes"
1413,0.0,0.674,0.326,0.9423,0.0099794315174222,0.0967542827129364,0.8932662606239319, ECON101,Jeffrey Flory ,Economics department,5.0,1.0,"He is a nice guy and teaches things very clear. Lecture slides are updated on sakai weekly. His lecture is slow-paced and easy. If you want to learn a lot then don't pick him but if you like a easy ECON 101, he would be a good choice."
1414,0.041,0.55,0.409,0.8933,0.004041631706058979,0.030896292999386787,0.9650620818138123, ECON101,Jeffrey Flory ,Economics department,4.5,3.0,"Great guy, really friendly. Makes you work hard and has some busy work, but overall a good course. Would recommend to others"
1415,0.176,0.707,0.117,-0.5577,0.6743101477622986,0.2421012669801712,0.08358857780694962, ECON173,Jeffrey Flory ,Economics department,2.0,5.0,"Had no idea what he was doing. Took a really interesting subject matter and made a complete debauchery by assigning unreasonable amount of work that was not even stimulating.  Class was very disorganized. Its sad because he's a good guy and obviously really smart, but unfortunately still hasn't got a hang of teaching undergraduate level courses."
1416,0.071,0.805,0.124,0.4907,0.172529399394989,0.3835727572441101,0.4438978135585785, HIST111,Jonathan Petropoulos ,History department,2.0,4.0,"Prof. Petropoulos is very knowledgeable about WWII. Lots of readings and memorization, but it is manageable.

Reason for not taking him again: he can definitely do better in tolerating political views that don't necessarily champion democracy, and he talks often takes up half the class to talk about current global situations.

"
1417,0.0,0.856,0.144,0.8294,0.002090918365865946,0.00956813432276249,0.9883409142494202, HIST139E,Jonathan Petropoulos ,History department,5.0,4.0,"JP's class was my favorite class I have ever taken. He has an unreal level of experience in his field of Weimar/Nazi Germany. Zoom class with Petropoulos was full of some of the best presentations I've ever seen. He always kept the course interesting, but we wrote 20 pages of papers during the final 2 weeks. I can't wait for my next class with JP"
1418,0.017,0.916,0.066,0.5175,0.04286293312907219,0.15288008749485016,0.8042569756507874, HIST139,Jonathan Petropoulos ,History department,5.0,4.0,"Prof Petropolous is a fantastic professor and is probably too good for CMC -- he is the world expert in his field. He is hard but you will learn and lot! Reading is heavy but there are ways to work around doing all of it. Only take this class if you are willing to do the work, contribute: otherwise, it is probably not the class for you."
1419,0.232,0.731,0.037,-0.8779,0.07146599143743515,0.15897898375988007,0.7695549726486206, HIST146,Jonathan Petropoulos ,History department,5.0,5.0,"I've taken him twice now and loved every minute of it. He's a gem of a man and a professor. He made me change my major to history. His classes are ridiculously hard, make no mistake though. You're often reading 300+ pages a week and he's a hard grader. But it's impossible to hate his class. Also, has an obsession with Harvard."
1420,0.0,0.832,0.168,0.7956,0.002096137497574091,0.021651029586791992,0.9762528538703918, HIST100,Jonathan Petropoulos ,History department,5.0,4.0,Johny is a Greek God. He convinced me to take a history dual with my major. He is by far the most helpful prof at CMC if you visit his office hours (He's always available) and will help you with outside-class stuff too.   LOTS of reading though. 200 pages a week for my class. But totally worth it.
1421,0.043,0.746,0.21,0.8809,0.20291639864444733,0.34991079568862915,0.44717273116111755, HIST78,Jonathan Petropoulos ,History department,4.0,4.0,"Relatively interesting class, 3 papers worth 10% each and a final. While this may sound easy, he is a stickler for the rules. Perfect grammar is necessary to even get a B+ in the class and he is quite stingy when it comes to handing out A's. Do not take this class if you're looking for an easy History GE"
1422,0.0,0.712,0.288,0.9586,0.0036041459534317255,0.02254757098853588,0.9738482236862183, FHSCULTPOLIT,Jonathan Petropoulos ,History department,5.0,4.0,"Fantastic professor, really wants you to understand the material (note that the material he selects is absolutely excellent too). You will learn a lot and come to appreciate his anecdotes. Well travelled and highly intelligent. Extremely helpful and available. Lots of reading, papers and tests graded harshly (he has high standards for his students)"
1423,0.049,0.583,0.368,0.9472,0.00225299340672791,0.010971571318805218,0.9867754578590393, HIST149,Jonathan Petropoulos ,History department,5.0,2.0,Best professor at CMC! His FHS is the reason why I and many of my friends decided to major in history. German history is incredibly fascinating and important! Nicest guy with plenty of coy jokes and ridiculous stories.
1424,0.0,0.772,0.228,0.9166,0.002240325789898634,0.011893981136381626,0.9858657121658325, HIST146,Jonathan Petropoulos ,History department,4.5,4.0,"Petropoulos is a fantastic professor and is extremely well versed in German history.  His lectures are extremely engaging, and he really works to make you excited about the material.  Expect to read a TON in his class (~300p/wk).  Papers are graded very fairly, tests very harshly.  As a result, I recommend taking him for a seminar class!"
1425,0.0,0.699,0.301,0.9278,0.0016120370710268617,0.007021073251962662,0.9913669228553772, FHS1,Jonathan Petropoulos ,History department,5.0,4.0,"Professor Petropoulos was my favorite teacher freshman year.  His FHS class is absolutely amazing.  The workload is high, but manageable, and the readings are engaging.  His a really interesting person and a phenomenal teacher.  You won't regret taking a class from him."
1426,0.0,0.6,0.4,0.8646,0.0018330673919990659,0.0350230447947979,0.9631439447402954, HIST146,Jonathan Petropoulos ,History department,4.5,3.0,Has a lot of academic integrity and is very easy to relate to interpersonally. Overall a very significant asset to the college.
1427,0.094,0.596,0.31,0.9427,0.004376621451228857,0.029611315578222275,0.9660120606422424, HIST097,Jonathan Petropoulos ,History department,5.0,3.0,"A great professor, really cares about his students and the material he is teaching. A lot of reading, but if you work hard you will ultimately be rewarded (both with a good grade and learning a lot). Definitely recommend taking a class with him - his specialty is World War II/the Holocaust so I recommend taking that class with him."
1428,0.0,0.699,0.301,0.9412,0.0033800811506807804,0.023340770974755287,0.9732791185379028, HIST097,Jonathan Petropoulos ,History department,5.0,4.0,"Great professor, really engaging. He is very passionate and knowledgeable on the subject matter - this class was called ""Researching the Holocaust"" and I learned a lot. He is also very accommodating in terms of the workload, although he assigns a lot of reading. I would definitely recommend him though."
1429,0.0,0.693,0.307,0.9099,0.001859135809354484,0.008304755203425884,0.9898361563682556, HIST179,Jonathan Petropoulos ,History department,4.5,4.0,"Great professor. I've had him twice and he is amazing. Expects a lot of his students, a lot of assigned readings (average a book a week) and several papers. Really fun in class."
1430,0.188,0.475,0.336,0.1884,0.00339031801559031,0.015122078359127045,0.9814876317977905, HIST100,Jonathan Petropoulos ,History department,4.0,5.0,"Amazing professor, very engaging. I would highly recommend this prof, but be prepared to work your ass off."
1431,0.0,1.0,0.0,0.0,0.01170208491384983,0.3174974322319031,0.6708004474639893, HIST100,Jonathan Petropoulos ,History department,3.5,4.0,"Took a seminar class from him.  Very into the structure of writing.  Assigns very high level readings.  Invited class to his house for dinner. Talks about himself a lot, but it's mostly relevant."
1432,0.0,0.733,0.267,0.9493,0.001563499914482236,0.006075807381421328,0.9923607707023621, HIST180,Jonathan Petropoulos ,History department,5.0,4.0,"I am in love with this man! He's full of hilarious anecdotes (if you get him on a tangent, he'll go on and on...in a good way) and truly loves his work.  This class was intense, but my favorite of the semester and the discussion was interesting.  There are only several papers (7-8 pages) and a research paper (10-15 pages) at the end of the year."
1433,0.0,0.543,0.457,0.9253,0.001364986295811832,0.011179349385201931,0.9874557256698608, GERMANY,Jonathan Petropoulos ,History department,5.0,3.0,"An amazing professor with a real passion for the subject. Very funny and innovative in teaching techniques. WWI ""helmet day"" rocked!"
1434,0.091,0.85,0.059,-0.2761,0.0282210074365139,0.1294093281030655,0.8423696160316467, HIST,Jonathan Petropoulos ,History department,4.5,3.0,"Very Interesting teacher. Knows a lot of the ""interesting"" facts about history especially Nazi's and WW's.  A ton of reading but some of it you can get around, not a lot though. Good Lectures."
1435,0.0,0.775,0.225,0.8807,0.004746708553284407,0.03963804244995117,0.9556152820587158, ECON151,Ananda Ganguly ,Economics department,4.0,4.0,"I'm honestly amazed at how well-produced his lecture videos are. They are clear, informative, and include plenty of examples. He definitely makes you work for your grade-3 exams, 2 papers, and 20 or so homework quizzes, but by the end, you will have a strong grasp of managerial accounting."
1436,0.0,0.819,0.181,0.9272,0.00777419051155448,0.07802193611860275,0.9142038822174072, ECON86,Ananda Ganguly ,Economics department,4.0,4.0,"Econ86 is a must take if you go to CMC. Ganguly teaches in a flipped classroom style, which is different from the other accounting professors, but I found it to be the most useful way to learn all the content in accounting because there is a lottttt to learn. He has very high expectations, but that is because he cares about his students succeeding."
1437,0.0,0.847,0.153,0.5709,0.6322197318077087,0.30384695529937744,0.06393327564001083, ECON086,Ananda Ganguly ,Economics department,2.0,5.0,"Very challenging for an intro class. Overcomplicates things that could be taught in easier ways. Expect to spend 10+ hours a week watching videos, doing HW quizzes and reviewing."
1438,0.054,0.768,0.178,0.8676,0.012439507991075516,0.11875839531421661,0.8688020706176758, ECON086,Ananda Ganguly ,Economics department,5.0,3.0,"Took Econ 86 in my Soph year. (I just graduated.) You figure out how good Ganguly is AFTER his class. You leave other Econ86 sections smoking in the dust at interviews and in higher accounting and finance courses. Everything they teach you, you already have a pretty good start on. Very thorough, very dedicated, guy. You get what you put in."
1439,0.0,0.759,0.241,0.9022,0.4075329601764679,0.3966967761516571,0.19577021896839142, ECON086,Ananda Ganguly ,Economics department,3.0,5.0,"Ganguly's class was by far the most time consuming course I have taken. You learn a lot but it is pretty much all on your own time. Friendly guy, but I would not take this class again if given a second chance."
1440,0.025,0.741,0.233,0.8874,0.015036662109196186,0.05464828386902809,0.9303150773048401, ECON086,Ananda Ganguly ,Economics department,5.0,5.0,"Youll struggle if youve never taken accounting! You HAVE TO review EVERYTHING or fall behind! Ganguly is an amazing prof though, willing to help, cares for his students, very passionate about acctg which is nice. his class covers more than massoud's. super doable to get an A but u have to dedicate time. participation matters, prepare to learn!"
1441,0.023,0.714,0.263,0.9552,0.04762402921915054,0.15414172410964966,0.7982341647148132, ECON086,Ananda Ganguly ,Economics department,4.0,5.0,"It's impossible to describe Ganguly. His videos are helpful and its great that you can go back to watch them, but this class is just so much work (really, if you want to do well, you will will easily be doing 12+ hours a week). He will seem pretty tough at times-don't take it personally. Enjoy his little catchphrases, and learn lots of accounting."
1442,0.045,0.89,0.064,0.3041,0.025114702060818672,0.22767843306064606,0.7472068667411804, ECON086,Ananda Ganguly ,Economics department,5.0,3.0,"The best Flipped Classroom format on campus. I asked for his videos even when preparing for a later class. For the record, he was not late even once in posting videos ... not in Spring 2018... so those other complaints of late postings must be from earlier when he was making all the videos while teaching the class at the same time."
1443,0.059,0.83,0.111,0.508,0.0029245582409203053,0.01796509325504303,0.9791103005409241, ECON86,Ananda Ganguly ,Economics department,4.0,4.0,"I wish I had taken this class earlier! It is by far the most applicable class I have taken in college and Professor Ganguly is an amazing prof. Hes tough, the class is A TON of work but you leave really knowing your stuff!"
1444,0.061,0.812,0.127,0.6486,0.9693073630332947,0.028108112514019012,0.002584528410807252, ECON086,Ananda Ganguly ,Economics department,1.0,4.0,"This was one of the most condescending teachers I have ever had. His class is at best hard to follow and poorly organized. He also blatantly lied about how he creates tests saying he wouldn't use the textbook for specific questions, however, in office hours, he told me that he created several questions in direct reference to the textbook."
1445,0.071,0.796,0.132,0.6108,0.044790517538785934,0.14192266762256622,0.8132868409156799, ECON151,Ananda Ganguly ,Economics department,5.0,3.0,"Flipped classroom was PHENOMENAL!  Much better than I imagined.  Yes, it was a bit annoying that videos were often posted late this first time around, but each time he invited students to request extra time if they needed it.  I asked for extension several times, and got no issues.  So did my friends.  So, he made accommodations for the lateness."
1446,0.044,0.832,0.124,0.6936,0.5234401822090149,0.37577101588249207,0.1007889062166214, ECON151,Ananda Ganguly ,Economics department,3.0,3.0,"Professor Ganguly tried a flipped classroom with us for the first time, so he was super late getting the videos to us (would put them out at like 8 or 9 pm the night before they were due the next day by noon), yet held us to strict deadlines which was very frustrating. That shouldn't be a problem in the future, however as the videos are made now."
1447,0.107,0.596,0.296,0.9229,0.0026982545386999846,0.016130341216921806,0.9811713695526123, ECON151,Ananda Ganguly ,Economics department,5.0,3.0,"This prof is quite the badass: extremely clear, friendly, and energetic. Class is much more interesting than the typical Econ class, and flipped classroom was much better than you'd think. His tests are brutally straightforward if you study - no surprises (some of the questions were much, much easier than what you do in class). Recommend  100%"
1448,0.115,0.779,0.106,-0.1779,0.1369636505842209,0.3755129873752594,0.4875233769416809, ECON151,Ananda Ganguly ,Economics department,4.0,4.0,"You don't have much choice for professors if you have to take this class, and there are very few people who take this subject for fun. The class is hard but if you really apply yourself you should be fine. The flipped classroom helps a lot because it makes you study the material over and over again. Study hard for the midterms, they're brutal."
1449,0.05,0.725,0.224,0.77,0.01064195018261671,0.07669296860694885,0.9126651287078857, ECON086,Ananda Ganguly ,Economics department,5.0,3.0,"Enjoyed the class very much.  Not sure what this ""ferocious"" stuff is.  Last semester his class of 30ish had like 10 As and 15 Bs if I remember right.  If you want easier classes go be a Psych major."
1450,0.101,0.849,0.05,-0.3352,0.44751086831092834,0.37034815549850464,0.1821409910917282, ECON086,Ananda Ganguly ,Economics department,3.5,4.0,"This class was one of the most difficult classes, but also made me decide to become and Econ/Accounting major. This class is very very fast paced, so make sure to pay attention.  You will learn A LOT abut accounting, this is the sort of class where you will get out as much as you put in.  Would not recommend as an elective!!"
1451,0.146,0.696,0.158,0.3597,0.029115358367562294,0.1140289306640625,0.8568556904792786, ECON86,Ananda Ganguly ,Economics department,3.0,4.0,Really loves accounting. Can be helpful in office hours. Big on group projects and problem sets. Make a lot of errors during lectures. Tries to be very personable. Tries to trick you a bit on the tests.
1452,0.27,0.611,0.119,-0.4445,0.7713529467582703,0.20032979547977448,0.028317268937826157, ECON086,Ananda Ganguly ,Economics department,2.0,4.0,"Crazy expectations for a introductory accounting class. Super difficult concepts that are not clearly defined. Very wordy and hard to follow correspondence, class notes and lectures. "
1453,0.116,0.784,0.1,-0.2713,0.9059175252914429,0.08329661190509796,0.010785834863781929, ECON086,Ananda Ganguly ,Economics department,2.0,4.0,"Complicates accounting to the highest degree. Think it was impossible to be assigned a paper and be critiqued on writing ability in an accounting class? Think again.  He's terribly confusing in class and easily has one of the largest egos of any professor at CMC. Do not, absolutely DO NOT take him. It's not easier nor better than Massoud's class"
1454,0.07,0.75,0.18,0.5663,0.036090005189180374,0.15787042677402496,0.8060395121574402, ECON086,Ananda Ganguly ,Economics department,5.0,3.0,I don't think I would've liked accounting/decided to be an Econ-Accounting major if it weren't for professor Ganguly. He's funny and extremely helpful both inside and outside of the classroom
1455,0.081,0.845,0.074,0.1272,0.15575426816940308,0.2659740149974823,0.578271746635437, ECON151,Ananda Ganguly ,Economics department,3.5,3.0,"Very useful class.  If you're into starting your small business, you will love it.  Concepts are hard, the textbook is way too unnecessarily hard to follow, but becomes clearer if you follow class. Don't take it in your last semester, because the last week gets hectic.  My one complaint is that he could be more accomodating of graduating seniors."
1456,0.068,0.861,0.071,0.2732,0.025341389700770378,0.11544941365718842,0.8592091798782349, ECON86,Ananda Ganguly ,Economics department,5.0,3.0,"Great professor.  Turned me into an econ-accounting major.  This is a course you will work hard for, and the exams are tough, but the overall grading ends up being half the class A's and B's."
1457,0.096,0.812,0.092,0.2023,0.8470819592475891,0.12505435943603516,0.027863595634698868, ECON86,Ananda Ganguly ,Economics department,3.5,5.0,"Ganguly is a nice guy. He is articulate, loud, constantly repeating himself. However, I cannot begin to tell you how ridiculous this class is. Impossible for an intro class. Expects way way too much from everyone. Tests are ferociously hard and the term project will have you running in circles. NOT an intro professor. Intelligent at highest level."
1458,0.034,0.803,0.163,0.6457,0.019963014870882034,0.27022817730903625,0.7098088264465332, GOV112B,Ralph Rossum ,Government department,4.0,1.0,"Pay attention in class when he goes through the cases and will do well. 1 paper, a midterm, a final, and two case presentations. Doesn't grade very difficultly as long as put in the work and study well for exams"
1459,0.15,0.85,0.0,-0.3182,0.765372097492218,0.2283397912979126,0.006288125179708004, GOV90,Ralph Rossum ,Government department,2.0,3.0,I would only take this class if you are having an affair with Scalia's ghost.
1460,0.178,0.781,0.041,-0.7125,0.5977104306221008,0.33326125144958496,0.06902836263179779, GOVT112A,Ralph Rossum ,Government department,1.0,3.0,Teaches only through lecturing and doesnt engage with students. Often has anecdotes that can be somewhat entertaining but arent useful in terms of the tests or material. Not as easy of a class as his reputation on campus suggests.
1461,0.0,0.818,0.182,0.9274,0.05227745324373245,0.27352356910705566,0.6741989850997925, GOV20,Ralph Rossum ,Government department,5.0,2.0,"A true legend and scholar. Not graded on many things but criteria is vert clear and if you put in the work an A should be achievable. Very lecture heavy, class can sometimes get tedious but he is a super knowledgable guy. If you are into gov and do the readings you will get a lot out of the class, if you are not it is feasible to flourish."
1462,0.057,0.828,0.115,0.366,0.018851522356271744,0.09272383898496628,0.8884246945381165, GOV020,Ralph Rossum ,Government department,5.0,2.0,"A truly wonderful man. Does not assign any homework, your grade consists of a midterm, final paper, and final test. He will stand up and speak for the entire time but you only need to take notes when you directly ask what is on the test a few days before. Tests are not difficult. Enjoy the class"
1463,0.0,0.773,0.227,0.6461,0.7991848587989807,0.1912897676229477,0.009525436908006668, GOVT153,Ralph Rossum ,Government department,2.0,3.0,He's definitely very right wing in his politics. Needs to be more impartial fair and balanced. I felt it was manipulative.
1464,0.0,0.781,0.219,0.9346,0.006011277437210083,0.02678685262799263,0.9672018885612488, GOVT095,Ralph Rossum ,Government department,4.0,2.0,"Prof Rossum is probably my favorite prof so far.  He is clear, intelligent, and experienced.  Intro to Law has been an amazing experience, there has been a ton of reading.  At one point, I had two days to read a 350 page book, so get ready to hunker down.  Also, he makes his right-wing political views quite apparent, especially when not asked."
1465,0.0,0.667,0.333,0.9476,0.0021009512711316347,0.015183788724243641,0.9827153086662292, GOV95,Ralph Rossum ,Government department,4.0,3.0,"Definitely one of the smartest and most well known (especially in the law community) professors at CMC. Genuinely nice guy, and is much better in office hours. Can't match the connections he has, and his interesting tales about teaching with Scalia"
1466,0.0,0.825,0.175,0.8977,0.0036385429557412863,0.023057354614138603,0.9733040928840637, GOVT153,Ralph Rossum ,Government department,3.5,2.0,"While Rossum's lectures can be a bit dry, he really knows his stuff, and he'll try to make it interesting as often as possible.  His passion for the subject (the American Founding) was evident, and made the subject much more enjoyable.  Assignments are minimal.  He grades fairly, and is lax on due dates.  Overall, one of my favorite profs at CMC."
1467,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, GOV90,Ralph Rossum ,Government department,2.0,3.0,No Comments
1468,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, GOV90,Ralph Rossum ,Government department,2.0,3.0,No Comments
1469,0.031,0.78,0.189,0.8777,0.620875358581543,0.3300236463546753,0.04910104349255562, GOVT90,Ralph Rossum ,Government department,3.0,3.0,"While he was a good prof. and the class was worthwhile, I was a little bothered by the way he made his political views abundantly clear. His love of Scalia and the Right made the class less about education and more about indoctrination. He sometimes couldn't tell us the other point of view, which shouldn't be the case."
1470,0.034,0.787,0.179,0.7003,0.06831873208284378,0.2704070210456848,0.661274254322052, GOV90,Ralph Rossum ,Government department,3.5,4.0,"Rossum is a great lecturer and you know the Supreme Court cases well but there isnt much discussion.  Also, he is a bit hard of a grader and takes seemingly random points on midterms, but the quality of work and reading is not too demanding."
1471,0.057,0.707,0.236,0.8648,0.02876717410981655,0.10019664466381073,0.871036171913147, GOV90,Ralph Rossum ,Government department,4.0,3.0,"Smart, smart guy. ""Fair"" grader. I probably would have learned a lot more in his class if I did any of the reading, but it was still really interesting. Boring lectures, but once in a while he'll slip in a joke that is hilarious if you can catch it -- most people don't."
1472,0.0,0.746,0.254,0.8479,0.003064726712182164,0.015646368265151978,0.9812889099121094, GOV91,Ralph Rossum ,Government department,3.5,2.0,"My favorite professor ever. Maybe because the material was very interesting, and maybe because he graded me easily.  Just do the reading, and you'll be fine even if you go to class once a month."
1473,0.0,0.859,0.141,0.3182,0.5318073630332947,0.43440350890159607,0.033789101988077164, GOV95,Ralph Rossum ,Government department,4.5,1.0,"Original thinker, only down side is that he doesn't do enough of the teaching himself."
1474,0.0,0.548,0.452,0.9109,0.003468642709776759,0.04149526730179787,0.9550360441207886, GOVT95,Ralph Rossum ,Government department,3.0,1.0,"His views are a little out there, but the material is pretty interesting and he's a nice guy overall."
1475,0.0,0.679,0.321,0.9633,0.0013220165856182575,0.007296849507838488,0.9913811087608337, ECON187,David Bjerk ,Economics department,5.0,3.0,"One of my favorite classes and professors at CMC. It's helpful to take Statistics or Metrics before enrolling in this class, but Professor Bjerk does a great job explaining the material clearly and thoroughly. I loved how we learned through relevant Economic papers. Everything felt very applicable."
1476,0.0,0.758,0.242,0.9464,0.004493586253374815,0.026429390534758568,0.9690770506858826, ECON187,David Bjerk ,Economics department,5.0,4.0,"I LOVED Prof Bjerk. An econ class that really made you think with a professor who took think the time to answer everyone's question. Sometimes he cold called, but as long as you did the reading, it wasn't a problem. Really learned a lot, and Bjerk came at things very objectively but still with a great passion."
1477,0.0,0.443,0.557,0.9337,0.0016848825616762042,0.033269867300987244,0.9650452733039856, ECON101,David Bjerk ,Economics department,5.0,2.0,"Bjerk is super chill, makes things clear and is a pretty easy grader. I'd recommend him to anyone,"
1478,0.0,0.661,0.339,0.6249,0.002390861278399825,0.02967912331223488,0.967930018901825, ECON101,David Bjerk ,Economics department,5.0,3.0,He does a great job setting the groundwork for microeconomics.
1479,0.0,0.684,0.316,0.8779,0.0023325623478740454,0.014443960040807724,0.9832234978675842, ECON187,David Bjerk ,Economics department,5.0,4.0,"I have taken more than one classes with him. Definitely my favorite professor ever.  He's clear, organized, helpful. Right amount of workload and all exam questions are very reasonable."
1480,0.025,0.783,0.192,0.876,0.0019011428812518716,0.011542479507625103,0.986556351184845, ECON101,David Bjerk ,Economics department,5.0,4.0,"Bjerk is incredible. He's very down to earth, easy to talk with, and a fair grader - the kind of professor who made me WANT to work really hard. The discussions we had as a class were intriguing and made the concepts and theory seem very relevant. Homework is quite manageable. I would highly recommend going to the weekly homework help sessions."
1481,0.0,0.78,0.22,0.8748,0.011665411293506622,0.10895297676324844,0.8793816566467285, ECON101,David Bjerk ,Economics department,5.0,3.0,Awesome Professor. A must take. Not too much homework. The homework is important and is meant to help you. Tests test how well you comprehend the info in different situations. They will make you think. Not too much homework. Once a week. Woud take again!
1482,0.074,0.83,0.096,0.3351,0.0134156858548522,0.07611951231956482,0.910464882850647, ECON101,David Bjerk ,Economics department,4.5,3.0,"Bjerk makes micro as interesting as a micro class can be (which imo is not the most exciting subject). He is super clear, his slides are very understandable, you do not need to read the book, let alone buy it, and the workload is light. His tests can be tricky and conceptual, but people have gotten 100% on them too."
1483,0.038,0.696,0.266,0.9585,0.001966673880815506,0.006604406051337719,0.9914289116859436, ECON101,David Bjerk ,Economics department,5.0,3.0,"I just loved his class. One of the BEST classes that I took at CMC. He is a great lecturer. Simply by showing up to the class and sitting there, you can learn a lot. (Of course you need to work to get an A) His tests are pretty straight forward, and he lets you bring a cheat sheet. I'm definitely going to take this class again!"
1484,0.039,0.682,0.279,0.9246,0.003653530264273286,0.037320058792829514,0.9590264558792114, ECON101,David Bjerk ,Economics department,5.0,2.0,Micro with him was pretty straightforward (and dare I say easy). His exam questions were very conceptual and thus not bad at all if you grasp the concepts. As a bonus he's cute so you feel slightly more motivated to drag yourself to lecture at 8AM...
1485,0.019,0.788,0.193,0.8515,0.0017869643634185195,0.015412508510053158,0.9828004837036133, ECON101,David Bjerk ,Economics department,4.0,4.0,"While the pace of the class was quick, I began to appreciate Bjerk more and more throughout the semester. He is clear, nice, and engaging. When he strays away from the theory and computations and discusses practical stuff, the class becomes extremely interesting. The tests are hard to ace, but are fair and completely feasible. Take him for 101!"
1486,0.075,0.753,0.172,0.7414,0.037803635001182556,0.20111805200576782,0.7610782980918884, ECON101,David Bjerk ,Economics department,5.0,3.0,"Professor Bjerk is extremely attentive, interested, and enthusiastic. He grades pretty difficultly and doesn't follow the textbook much at all, leaving lectures as the primary source for information, so you have to pay attention. Also, lecture slides are left blank so you have to attend class."
1487,0.0,0.8,0.2,0.9325,0.004758043214678764,0.026702826842665672,0.9685390591621399, ECON101,David Bjerk ,Economics department,5.0,3.0,"Professor Bjerk is probably one of the best professors I've had at CMC. I went into this class knowing NOTHING about econ (I didn't learn anything in econ 50), but Bjerk taught concepts from the basics. He's clear and effective. If you do the weekly homework (4ish easy problems), online readings, and actually study for midterms, you can get an A."
1488,0.098,0.768,0.134,0.2486,0.06488620489835739,0.3470812439918518,0.5880325436592102, ECON101,David Bjerk ,Economics department,4.0,4.0,"Professor Bjerk is a nice guy. Always teaches with Powerpoint slides. There is a lot of information, so don't plan on missing class. You have weekly homework problem sets graded on completion, 2 midterms and one cum. final. The tests are fair, but a bit tricky. Be prepared to study hard before tests."
1489,0.119,0.769,0.112,-0.0788,0.11653831601142883,0.43808668851852417,0.4453749656677246, ECON101,David Bjerk ,Economics department,5.0,4.0,"A very organized professor who makes himself available for his students. Problem sets help you understand the material. Although, the book is not as useful, if you listen in class and do the homework, you will do well."
1490,0.101,0.646,0.252,0.876,0.13437850773334503,0.23473936319351196,0.6308821439743042, ECON101,David Bjerk ,Economics department,5.0,4.0,"Micro: His lectures are clear and he is very helpful during office hours. I would strongly recommend using a different texbook than the one he uses though(Varian), as it lacks examples and is very bland. He's not good at giving partial credit during exams, which definately bothered many students. Overall, I really enjoyed the class!"
1491,0.092,0.751,0.157,0.5859,0.36874154210090637,0.39060816168785095,0.2406502664089203, ECON101,David Bjerk ,Economics department,4.0,4.0,"This is a decent class. The issue is the lack of practice students get with the material. If you are good at math, this class is simple. If you are okay at math, this class is decent. Textbook is terrible and if you want practice with the material, it would help to just buy a good textbook. The concepts are tough and he is generally theory-based"
1492,0.053,0.814,0.133,0.3238,0.13257643580436707,0.3705834746360779,0.49684005975723267, PSYC37,David Day ,Psychology department,5.0,3.0,"Professor Day is a funny guy who cares about his students. The class material is really straight forward, but you won't do well on the quizzes and papers if you don't do the readings or show up to class."
1493,0.051,0.657,0.292,0.765,0.0066111269406974316,0.06908030807971954,0.9243085980415344, ECON86, Andrew Finley ,Economics department,3.0,4.0,"A good professor. As long as you study hard, you will get the grade you deserved. A pretty straight forward class in my opinion."
1494,0.0,0.864,0.136,0.7943,0.0022495018783956766,0.02364742010831833,0.9741031527519226, ECON086, Andrew Finley ,Economics department,5.0,4.0,"Professor Finley did a great job converting his ECON086 class into the virtual pandemic environment. His course is the most organized virtual course at CMC I've seen, and he is very accessible to help students. If you put in the time and effort, he will work with you."
1495,0.142,0.7,0.158,0.3071,0.44757986068725586,0.38266173005104065,0.16975834965705872, ECON86, Andrew Finley ,Economics department,3.0,3.0,"Yes, Finley is boring, but he is also very consistent and does not throw curveballs on exams. If you pay attention in class you will do well because exams are similar to class. He offers plenty of practice problems. He cares about his students learning accounting and effort. He did not make the class any easier during the pandemic which felt unfair"
1496,0.0,0.704,0.296,0.9659,0.0035639347042888403,0.02711375616490841,0.9693222641944885, ECON152, Andrew Finley ,Economics department,5.0,3.0,"Really great professor! The lectures are super clear. He provides an outline of the lecture that you can print out and write notes in. It's mostly example-based, which I really found useful. The exams are comprehensive so be ready to apply multiple tax rules to one case. The homework and cases are fair and don't take too much time."
1497,0.229,0.771,0.0,-0.807,0.9717033505439758,0.024775318801403046,0.0035213103983551264, ECON86, Andrew Finley ,Economics department,1.0,5.0,"Extremely difficult, unhelpful. Guy is a total robot and an awful teacher. Lectures are guided, fill in the blanks, however he tests on conceptual things that aren't covered in the lectures. Sucks"
1498,0.038,0.787,0.174,0.6935,0.021649368107318878,0.1663738489151001,0.8119767904281616, ECON86, Andrew Finley ,Economics department,4.0,3.0,"Finley has changed his curriculum to make his class a lot better. He provides notes for the class to print out that make everything really clear and easy to review. A bit dry, but he gets the job done and has a subtle sense of awkward humor."
